phrase;rel_page;2018-11-10;2018-11-11;2018-11-12;2018-11-13;2018-11-14;2018-11-15;2018-11-16;2018-11-17;2018-11-18;2018-11-19;2018-11-20;2018-11-21;2018-11-22;2018-11-23;2018-11-24;2018-11-25;2018-11-26;2018-11-27;2018-11-28;2018-11-29
лифтинг крем для шеи;https://da-vita.ru/catalog/lifting-kremi-dlya-shei-dekolte.html;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;35
лифтинг крем для шеи купить;https://da-vita.ru/catalog/lifting-kremi-dlya-shei-dekolte.html;16;9;19;11;10;9;15;8;8;25;8;8;8;8;9;9;9;9;9;13
лифтинг крем купить;https://da-vita.ru/catalog/lifting-kremi.html;3;2;2;2;2;2;2;11;6;2;2;9;2;2;3;2;2;3;3;3
лосьон с черной икрой;https://da-vita.ru/catalog/lico.html;58;58;58;57;90;90;91;98;94;94;94;101;101;101;101;101;101;101;97;65
лосьоны premier;https://da-vita.ru/catalog/premier/loson-dlya-suhoi-i-normalnoi-koji.html;7;10;8;9;7;8;10;11;11;6;8;6;6;7;6;5;6;7;6;11
лучшая косметика из израиля;https://da-vita.ru/catalog/izrailskaya-kosmetika.html;11;8;8;8;8;9;8;8;9;8;8;8;7;8;7;8;8;8;7;8
лучшие бренды израильской косметики;https://da-vita.ru/catalog/brendi.html;28;30;29;29;33;34;35;37;50;33;34;32;25;45;26;25;85;85;81;24
лучшие крема для лица после 55 лет купить;https://da-vita.ru/catalog/kremi-dlya-lica-55-let.html;5;5;5;5;5;5;5;5;5;5;5;11;17;11;7;5;5;5;5;5
лучшие кремы для лица на лето;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;13;15;14;14;14;14;15;16;31;15;28;15;16;23;15;21;16;16;16;19
лучшие кремы для лица после 60 лет купить;https://da-vita.ru/catalog/kremi-dlya-lica-60-let.html;2;2;1;2;4;2;1;2;3;2;2;2;2;2;2;2;1;2;1;4
лучшие марки израильской косметики;https://da-vita.ru/catalog/brendi.html;48;47;34;30;83;34;35;89;90;21;90;86;88;88;94;94;98;98;98;99
лучшие тональные крема на лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
лучший дневной крем для лета;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;8;8;10;13;9;9;10;11;15;11;11;9;14;10;10;5;6;11;8;11
лучший крем для лица на весну;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;6;9;5;5;5;5;5;5;6;5;5;5;5;5;5;5;24;9;6;6
лучший крем на лето;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;85;86;86;101;86;86;83;87;87;87;86;101;87;89;89;89;89;90;90;90
лучший увлажняющий крем от купероза на лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
магазин израильской косметики в москве адреса;https://da-vita.ru/shops/msk-shops/;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;2;2;2
магазин израильской косметики спб;https://da-vita.ru/shops/firmennii_magazin_kosmetiki_mertvogo_morya_na_ligovskom_prospekte.html;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
магазин косметики мертвого моря;https://da-vita.ru/;1;2;2;2;1;1;1;2;2;2;2;2;2;2;1;2;2;2;3;3
магазин мужской косметики;https://da-vita.ru/catalog/mujchinam.html;65;69;42;47;71;68;68;64;67;67;67;67;67;67;68;69;71;71;48;80
магазин профессиональной декоративной косметики;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
магазин профессиональной косметики;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
магазин профессиональной косметики для волос;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
магазин профессиональной косметики для волос недорого;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
магазин профессиональной косметики для волос санкт петербург;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
магазин профессиональной косметики для волос спб;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
магазин профессиональной косметики для лица;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
магазин профессиональной косметики для тела;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
магазин профессиональной косметики санкт петербург;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
магазин профессиональной косметики спб;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
магазин профессиональной уходовой косметики;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
магазины израильской косметики крем spa pharma;https://da-vita.ru/catalog/spa-pharma.html;3;3;3;4;3;4;2;5;3;4;3;3;3;3;3;3;3;4;3;4
магазины косметика мертвого моря москва;https://da-vita.ru/catalog/izrailskaya-kosmetika.html;4;5;5;5;5;4;4;4;5;4;5;4;4;4;3;4;4;4;3;4
магазины профессиональной косметики для лица в спб;-;101;101;38;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
магнитная маска для лица израиль;https://da-vita.ru/catalog/gryazevie-maski-dlya-lica/magnitnaya_gryazevaya_maska_dlya_vseh_tipov_koji.html;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1
марки израильской косметики;https://da-vita.ru/catalog/izrailskaya-kosmetika.html;9;8;8;9;9;9;9;9;9;9;9;8;9;9;12;7;6;6;6;8
маска ahava;-;101;101;44;99;101;98;98;101;101;101;101;101;101;101;101;101;101;101;101;101
маска black pearl;https://da-vita.ru/catalog/gryazevie-maski-dlya-lica/magnitnaya_gryazevaya_maska_dlya_vseh_tipov_koji.html;7;8;7;8;8;7;7;7;9;11;7;7;5;6;6;6;9;6;8;11
маска sea of spa;https://da-vita.ru/catalog/maski-dlya-lica-sea-of-spa.html;16;16;16;38;18;18;18;19;21;21;23;41;29;20;18;18;18;18;20;22
маска для волос black pearl;https://da-vita.ru/catalog/maski-s-keratinom/professional-naya-maska-dlya-volos.html;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;2
маска для волос dr sea;https://da-vita.ru/catalog/dlya_volos_drsea.html;44;39;39;41;88;86;86;88;87;88;87;88;89;89;87;87;100;100;45;49
маска для волос mon platin dsm;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маска для волос sea of spa;https://da-vita.ru/catalog/maslo-shi-dlya-volos/professional-nii-maska-dlya-volos-s-keratinom.html;15;8;8;9;18;11;12;12;16;12;11;10;12;9;16;10;10;10;7;10
маска для волос израильская косметика;https://da-vita.ru/catalog/izrailskaya-kosmetika-dlya-volos.html;8;8;11;8;8;8;8;8;8;6;8;8;6;6;6;7;6;6;6;7
маска для волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маска для волос купить интернет магазин;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маска для волос от перхоти купить;https://da-vita.ru/catalog/maski-ot-perhoti.html;97;24;10;10;10;92;91;17;20;15;14;9;19;9;24;11;33;15;13;13
маска для волос с аргановым маслом купить;https://da-vita.ru/catalog/maslo-argani-dlya-volos.html;15;33;13;17;14;17;16;17;65;14;16;30;16;53;18;29;19;18;81;70
маска для волос с кокосовым маслом купить;https://da-vita.ru/catalog/maslo-kokosa-dlya-volos.html;44;55;64;49;52;51;55;56;66;56;53;51;72;50;46;50;54;50;52;67
маска для глаз с гиалуроновой кислотой купить;https://da-vita.ru/catalog/maski-dlya-glaz-s-gialuronovoi-kislotoi.html;3;3;5;4;5;3;3;4;4;5;4;4;11;5;4;1;4;3;4;2
маска для для чувствительной кожи лица купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маска для лица ahava;https://da-vita.ru/catalog/maski-dlya-lica-ahava.html;26;82;27;27;26;28;28;28;32;31;31;24;28;30;25;37;23;24;39;28
маска для лица black pearl;https://da-vita.ru/catalog/gryazevie-maski-dlya-lica/magnitnaya_gryazevaya_maska_dlya_vseh_tipov_koji.html;7;6;7;8;7;7;7;7;7;7;16;7;7;6;7;7;7;7;8;8
маска для лица dr sea сабра;https://da-vita.ru/catalog/zajivlyayushchie-uspokaivayushchie/maska_dlya_lica_sabra_.html;45;44;45;43;46;45;47;44;45;42;50;42;42;41;56;64;48;54;56;64
маска для лица sea of spa грязевая;https://da-vita.ru/catalog/maski-dlya-lica-sea-of-spa.html;22;22;28;27;32;31;30;32;37;38;33;43;26;28;33;24;24;19;16;35
маска для лица sea of spa отшелушивающая;https://da-vita.ru/catalog/maski-dlya-lica-sea-of-spa.html;3;3;3;5;3;3;3;4;5;4;4;4;4;4;5;4;5;4;5;6
маска для лица израильская косметика;https://da-vita.ru/catalog/izrailskie-maski-dlya-lica.html;4;3;3;4;3;3;3;5;5;3;9;3;3;4;3;3;3;3;4;5
маска для лица с магнитом израиль;https://da-vita.ru/catalog/gryazevie-maski-dlya-lica/magnitnaya_gryazevaya_maska_dlya_vseh_tipov_koji.html;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;3;1
маска для окрашенных волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маска для проблемной кожи лица купить;https://da-vita.ru/catalog/ochishchayushchaya-maska-dlya-problemnoi-koji-lica.html;33;16;16;26;18;19;44;24;20;18;39;31;31;32;32;58;35;32;35;39
маска для роста волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маска для сухих волос купить;https://da-vita.ru/catalog/uvlajnyayushchie-pitatelnie-maski-dlya-volos.html;24;25;35;24;24;38;25;85;87;85;85;22;22;22;24;29;83;83;85;69
маска для сухих рук купить;https://da-vita.ru/catalog/lico.html;29;32;59;62;40;64;39;42;46;36;36;54;44;54;32;30;33;50;41;80
маска для сухой кожи лица купить;https://da-vita.ru/catalog/maski-dlya-suhoi-koji-lica.html;7;8;8;8;8;10;9;8;9;8;25;7;7;7;10;13;9;9;9;10
маска из грязи мертвого моря для лица;https://da-vita.ru/beauty-blog/gryaz-mertvogo-morya.html;3;3;3;5;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3
маска от выпадения волос купить;https://da-vita.ru/catalog/maski-ot-vipadeniya-volos.html;32;34;34;32;37;36;36;35;56;35;36;37;35;36;39;37;38;39;43;92
маска от мешков под глазами купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маска от расширенных пор купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маска от темных кругов под глазами купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маска очищающая поры купить;https://da-vita.ru/catalog/ochishchayushchie-pori.html;13;17;14;16;17;17;17;17;17;17;13;19;11;13;14;15;16;15;14;14
маска против жирности волос купить;-;96;95;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маска против ломкости волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маска против черных точек купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маска с гиалуроновой кислотой купить;https://da-vita.ru/catalog/maski-s-gialuronovoi-kislotoi.html;30;29;29;30;30;32;31;54;34;32;32;31;31;31;30;30;29;27;32;60
маска с гиалуроновой кислотой цена;https://da-vita.ru/catalog/maski-s-gialuronovoi-kislotoi.html;54;28;33;36;28;27;27;28;30;25;29;25;25;24;28;26;31;26;27;35
маска с золотом купить;https://da-vita.ru/catalog/maski-s-aloe/tkanevaya-maska-dlya-litsa-s-kolloidnym-zolotom.html;28;32;32;34;35;33;37;37;39;54;35;46;67;41;42;56;52;48;45;72
маска с касторовым маслом купить;https://da-vita.ru/catalog/kosmetika-s-kastorovim-maslom.html;18;19;19;20;21;20;20;20;22;20;20;18;17;18;17;17;21;36;20;25
маска с кокосовым маслом купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маска с маслом ши купить;https://da-vita.ru/catalog/maski-s-maslom-shi.html;13;12;12;11;13;13;15;30;15;13;18;15;14;18;11;11;4;4;4;5
маска сужающая поры купить;https://da-vita.ru/catalog/matiruyushchie-sujayushchie-pori.html;29;28;22;31;30;33;39;32;34;31;30;29;27;39;29;33;38;30;50;44
маски premier;https://da-vita.ru/catalog/maski-premier.html;5;6;6;24;8;7;26;8;8;6;24;6;5;5;6;11;7;7;8;34
маски для волос против секущихся кончиков купить;https://da-vita.ru/catalog/dlya-sekushchihsya-konchikov-volos.html;51;45;95;96;101;54;78;54;55;50;50;40;38;40;47;49;54;52;69;54
маски для волос с грязью мертвого моря купить;https://da-vita.ru/catalog/maski-s-gryaz-yu-i-sol-yu-mertvogo-morya.html;3;3;3;2;3;3;3;3;3;2;3;2;2;2;8;3;3;3;3;5
маски для восстановления волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маски для кожи ног купить;https://da-vita.ru/catalog/maski-dlya-suhoi-koji-nog.html;20;17;101;19;19;23;22;18;22;18;24;17;16;19;16;16;15;18;18;25
маски для кожи рук купить;https://da-vita.ru/catalog/maski-dlya-vosstanovleniya-potreskavsheisya-koji-ruk.html;21;21;20;21;20;22;23;21;26;18;23;22;21;24;33;20;24;22;26;26
маски для кожи рук омолаживающие купить;https://da-vita.ru/catalog/maski-dlya-vosstanovleniya-potreskavsheisya-koji-ruk.html;69;77;71;76;77;80;80;76;76;73;72;74;75;75;80;75;76;80;80;28
маски для лица израиль;https://da-vita.ru/catalog/izrailskie-maski-dlya-lica.html;5;5;4;6;5;4;6;6;6;4;8;4;9;4;17;17;6;5;6;5
маски для лица с витамином е для глаз купить;https://da-vita.ru/catalog/maski-s-vitaminom-e.html;1;2;1;3;3;3;3;3;3;3;1;2;2;4;2;3;3;3;3;3
маски для поврежденных волос купить;https://da-vita.ru/catalog/maski-dlya-povrejdennih-volos.html;101;101;101;97;101;101;101;101;101;101;101;101;101;101;101;101;100;101;97;95
маски для тонких волос купить;https://da-vita.ru/catalog/maski-dlya-tonkih-volos.html;12;14;101;26;43;21;39;20;24;17;16;19;16;17;19;17;18;18;16;17
маски от купероза на лице;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маски от постакне купить;https://da-vita.ru/catalog/kosmetika-ot-postakne.html;7;9;6;7;8;12;9;9;11;8;8;7;7;7;6;7;7;7;7;9
маски патчи золотые коллагеновые под глаза;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
маски патчи черные коллагеновые под глаза;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
